Age,DaysSinceCreation,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,SRHighFloor,SRCrib,SRKingSizeBed,SRTwinBed,SRQuietRoom,TotalRevenue,RetentionRate,RevenuePerNight,RevenuePerPersonNight,NumberOfSR,Foreigner,LeadTimeCategory_Last-minute,LeadTimeCategory_Planner,AgeGroup_Senior,AgeGroup_Young,CustomerCategory_New,CustomerCategory_Recent,Continent_AS,Continent_EU,Continent_NA,Continent_SA,DC_Corporate,DC_Direct,DC_Travel Agent/Operator,FlagOutlier
60.0,555.0,12.692307692307692,7228.02,869.1999999999999,0.0,0.0,32.0,55.0,55.0,0,0,1,0,0,8097.22,1.0,147.2221818181818,147.2221818181818,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
51.0,83.0,160.0,14044.8,2891.5,0.0,0.0,1.0,24.0,12.0,0,0,0,0,0,16936.3,1.0,1411.3583333333333,705.6791666666667,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
48.0,966.0,29.75,4899.0,925.0,6.0,1.0,47.0,58.0,56.0,0,0,1,0,0,5824.0,0.8703703703703703,104.0,100.41379310344827,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
67.0,709.0,588.0,234.0,158.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,392.5,1.0,130.83333333333334,65.41666666666667,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
77.0,709.0,588.0,234.0,122.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,356.5,1.0,118.83333333333333,59.416666666666664,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
55.0,1272.0,12.0,772.0,267.15,2.0,0.0,2.0,8.0,8.0,0,0,0,0,0,1039.15,0.5,129.89375,129.89375,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
43.0,382.0,68.0,288.0,14.0,1.0,0.0,1.0,2.0,2.0,0,0,1,0,0,302.0,0.5,151.0,151.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
52.0,589.0,21.6,5584.07,786.9300000000001,7.0,1.0,36.0,90.0,83.0,0,0,1,0,0,6371.0,0.8181818181818182,76.75903614457832,70.78888888888889,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
42.0,451.0,103.0,1872.0,271.6,1.0,0.0,1.0,36.0,12.0,0,0,1,0,0,2143.6,0.5,178.63333333333333,59.544444444444444,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1
49.0,1170.0,19.8,7232.5,1097.0,11.0,3.0,68.0,111.0,110.0,0,0,1,0,0,8329.5,0.8292682926829268,75.72272727272727,75.04054054054055,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
57.0,1365.0,11.5,3144.0,3898.4,0.0,0.0,22.0,37.0,26.0,0,0,1,0,0,7042.4,1.0,270.86153846153843,190.33513513513512,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
64.0,723.0,574.0,234.0,163.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,397.0,1.0,132.33333333333334,66.16666666666667,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1
72.0,287.0,59.0,395.0,5268.5,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,5663.5,1.0,1132.7,1132.7,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
48.0,698.0,3.0,7590.88,916.0,0.0,0.0,10.0,94.0,52.0,0,0,1,0,0,8506.880000000001,1.0,163.5938461538462,90.49872340425533,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1
45.0,577.0,14.0,1649.5,8859.25,0.0,0.0,11.0,29.0,15.0,0,0,1,0,0,10508.75,1.0,700.5833333333334,362.37068965517244,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
64.0,709.0,588.0,234.0,129.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,363.0,1.0,121.0,60.5,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
62.0,723.0,574.0,234.0,110.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,344.0,1.0,114.66666666666667,57.333333333333336,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
62.0,287.0,59.0,395.0,5237.0,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,5632.0,1.0,1126.4,1126.4,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
61.0,875.0,6.571428571428571,4008.0,1961.0,0.0,0.0,20.0,78.0,58.0,0,0,1,0,0,5969.0,1.0,102.91379310344827,76.52564102564102,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
72.0,709.0,588.0,234.0,118.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,352.0,1.0,117.33333333333333,58.666666666666664,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
76.0,723.0,574.0,234.0,110.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,344.0,1.0,114.66666666666667,57.333333333333336,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
78.0,709.0,588.0,234.0,180.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,414.0,1.0,138.0,69.0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
55.0,1079.0,3.0,297.0,51.6,1.0,0.0,1.0,3.0,3.0,0,0,0,0,0,348.6,0.5,116.2,116.2,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1
77.0,723.0,574.0,234.0,139.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,373.0,1.0,124.33333333333333,62.166666666666664,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
67.0,709.0,588.0,234.0,110.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,344.0,1.0,114.66666666666667,57.333333333333336,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
53.0,287.0,59.0,395.0,5261.0,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,5656.0,1.0,1131.2,1131.2,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
53.0,636.0,18.0,4603.0,590.6,13.0,4.0,57.0,65.0,65.0,0,0,1,0,0,5193.6,0.7702702702702703,79.90153846153846,79.90153846153846,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
25.0,385.0,55.0,1771.0,39.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1810.0,1.0,1810.0,1810.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0,0,1,0,1
59.0,1169.0,2.0,195.75,87.0,15.0,0.0,77.0,100.0,89.0,0,0,1,0,0,282.75,0.8369565217391305,3.1769662921348316,2.8275,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1
68.0,723.0,574.0,234.0,216.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,450.0,1.0,150.0,75.0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1
31.0,1322.0,6.0,53.0,14.0,0.0,1.0,1.0,2.0,1.0,0,0,0,1,0,67.0,0.5,67.0,33.5,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1
60.0,1069.0,18.0,1297.8,429.25,1.0,1.0,3.0,26.0,12.0,0,0,0,0,0,1727.05,0.6,143.92083333333332,66.425,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
49.0,386.0,22.0,5432.0,172.0,0.0,0.0,1.0,4.0,4.0,0,0,0,0,0,5604.0,1.0,1401.0,1401.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
43.0,1245.0,6.0,147.0,14.0,1.0,0.0,1.0,2.0,1.0,0,0,0,0,0,161.0,0.5,161.0,80.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
63.0,663.0,16.0,194.0,126.0,1.0,0.0,1.0,4.0,2.0,0,0,1,0,0,320.0,0.5,160.0,80.0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,1
78.0,287.0,59.0,395.0,5237.0,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,5632.0,1.0,1126.4,1126.4,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
63.0,287.0,59.0,395.0,5237.0,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,5632.0,1.0,1126.4,1126.4,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
84.0,723.0,574.0,234.0,172.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,406.5,1.0,135.5,67.75,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
60.0,762.0,6.0,7902.0,208.98,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,8110.98,1.0,1622.196,1622.196,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
48.0,778.0,8.0,89.0,10.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,99.0,0.5,99.0,99.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
66.0,709.0,588.0,234.0,148.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,382.0,1.0,127.33333333333333,63.666666666666664,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
47.0,1261.0,9.666666666666666,6446.65,2243.0,5.0,0.0,44.0,77.0,73.0,0,0,0,0,0,8689.65,0.8979591836734694,119.03630136986301,112.8525974025974,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
56.0,1149.0,146.0,652.0,3580.5,0.0,0.0,1.0,12.0,4.0,0,0,0,0,0,4232.5,1.0,1058.125,352.7083333333333,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1
48.0,401.0,8.8,0.0,26.0,2.0,0.0,44.0,99.0,50.0,0,0,1,1,0,26.0,0.9565217391304348,0.52,0.26262626262626265,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,1
73.0,709.0,588.0,234.0,117.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,351.5,1.0,117.16666666666667,58.583333333333336,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
61.0,940.0,13.2,6629.0,937.0,1.0,0.0,20.0,50.0,47.0,0,0,0,0,0,7566.0,0.9523809523809523,160.9787234042553,151.32,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
43.0,1102.0,110.0,1254.0,75.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1329.0,1.0,1329.0,1329.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1
53.0,1009.0,33.2,4330.0,685.5,7.0,0.0,26.0,49.0,49.0,0,0,1,0,0,5015.5,0.7878787878787878,102.35714285714286,102.35714285714286,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
42.0,326.0,20.0,1360.0,280.0,1.0,0.0,1.0,8.0,4.0,0,0,1,0,0,1640.0,0.5,410.0,205.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0,0,1
35.0,1316.0,10.4,3849.0,571.0,2.0,0.0,42.0,45.0,45.0,0,0,0,0,0,4420.0,0.9545454545454546,98.22222222222223,98.22222222222223,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
39.0,1262.0,6.0,3653.0,497.0,2.0,0.0,39.0,44.0,44.0,0,0,1,0,0,4150.0,0.9512195121951219,94.31818181818181,94.31818181818181,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
52.0,669.0,65.0,9665.66,2265.0,0.0,0.0,1.0,10.0,5.0,0,0,0,0,0,11930.66,1.0,2386.132,1193.066,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
51.0,1269.0,30.5,177.0,25.0,1.0,1.0,3.0,3.0,3.0,0,0,0,0,0,202.0,0.6,67.33333333333333,67.33333333333333,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
51.0,693.0,16.3,12819.85,2025.2,6.0,4.0,78.0,196.0,196.0,0,0,1,0,0,14845.050000000001,0.8863636363636364,75.74005102040817,75.74005102040817,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
51.0,1147.0,21.0,6991.0,957.0,0.0,2.0,40.0,116.0,116.0,0,0,1,0,0,7948.0,0.9523809523809523,68.51724137931035,68.51724137931035,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
59.0,1323.0,62.0,10928.0,874.0,1.0,0.0,17.0,50.0,48.0,0,0,0,0,0,11802.0,0.9444444444444444,245.875,236.04,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1
72.0,709.0,588.0,234.0,160.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,394.5,1.0,131.5,65.75,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
50.0,708.0,24.8,7938.92,624.5,2.0,0.0,11.0,110.0,62.0,0,0,1,0,0,8563.42,0.8461538461538461,138.11967741935484,77.84927272727273,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,1
58.0,1271.0,68.0,318.6,4296.0,0.0,0.0,1.0,3.0,3.0,1,0,0,0,0,4614.6,1.0,1538.2,1538.2,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1
76.0,709.0,588.0,234.0,110.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,344.0,1.0,114.66666666666667,57.333333333333336,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
56.0,390.0,39.0,9010.0,566.8,0.0,0.0,2.0,4.0,4.0,0,0,0,0,0,9576.8,1.0,2394.2,2394.2,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
69.0,193.0,11.0,5754.0,1593.9,1.0,0.0,1.0,12.0,6.0,0,0,1,0,1,7347.9,0.5,1224.6499999999999,612.3249999999999,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
67.0,657.0,179.0,255.6,44.5,1.0,0.0,1.0,6.0,3.0,0,0,1,0,0,300.1,0.5,100.03333333333335,50.01666666666667,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,1
57.0,1351.0,3.0,219.0,32.5,0.0,2.0,1.0,3.0,3.0,0,0,0,0,0,251.5,0.3333333333333333,83.83333333333333,83.83333333333333,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1
84.0,723.0,574.0,234.0,218.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,452.5,1.0,150.83333333333334,75.41666666666667,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
63.0,734.0,5.0,11224.0,1330.5,1.0,0.0,4.0,24.0,12.0,0,0,0,0,0,12554.5,0.8,1046.2083333333333,523.1041666666666,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1
68.0,287.0,59.0,395.0,5237.0,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,5632.0,1.0,1126.4,1126.4,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
72.0,709.0,588.0,234.0,116.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,350.0,1.0,116.66666666666667,58.333333333333336,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
54.0,1273.0,5.0,89.0,41.5,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,130.5,0.5,130.5,130.5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
29.0,46.0,48.0,203.0,4.0,1.0,0.0,1.0,2.0,1.0,0,0,0,1,0,207.0,0.5,207.0,103.5,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,1
49.0,567.0,4.0,118.0,18.0,1.0,0.0,1.0,2.0,2.0,0,0,0,0,0,136.0,0.5,68.0,68.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
49.0,1170.0,16.0,6856.96,924.04,6.0,4.0,54.0,107.0,105.0,0,0,1,0,0,7781.0,0.84375,74.1047619047619,72.7196261682243,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
65.0,709.0,588.0,234.0,150.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,384.5,1.0,128.16666666666666,64.08333333333333,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
43.0,767.0,4.0,2151.0,63.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,2214.0,1.0,2214.0,2214.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
67.0,558.0,116.0,846.0,29.0,0.0,1.0,1.0,18.0,9.0,0,0,0,0,0,875.0,0.5,97.22222222222223,48.611111111111114,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
86.0,709.0,588.0,234.0,219.5,0.0,0.0,1.0,6.0,3.0,0,0,0,1,0,453.5,1.0,151.16666666666666,75.58333333333333,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
68.0,193.0,11.0,5754.0,1393.0,1.0,0.0,1.0,12.0,6.0,0,0,1,0,0,7147.0,0.5,1191.1666666666667,595.5833333333334,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
47.0,582.0,3.5,2750.0,3066.85,1.0,0.0,23.0,35.0,21.0,0,0,0,0,0,5816.85,0.9583333333333334,276.99285714285713,166.1957142857143,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
44.0,573.0,12.0,207.76,21.0,1.0,0.0,1.0,2.0,2.0,0,0,0,0,0,228.76,0.5,114.38,114.38,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1
40.0,651.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,1.0,0,0,1,0,0,6.0,0.5,6.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,1
44.0,1381.0,0.0,68.0,14.0,0.0,1.0,1.0,2.0,1.0,0,0,0,0,0,82.0,0.5,82.0,41.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1
40.0,349.0,65.0,1099.0,23.0,1.0,0.0,1.0,5.0,5.0,0,0,0,0,0,1122.0,0.5,224.4,224.4,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
46.0,1285.0,7.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,6.0,0.5,6.0,6.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1
44.0,1241.0,2.0,59.0,7.0,1.0,0.0,1.0,1.0,1.0,0,0,1,0,0,66.0,0.5,66.0,66.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
45.0,107.0,6.0,463.95,22.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,1,485.95,0.5,485.95,485.95,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
46.0,335.0,2.0,59.0,7.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,66.0,0.5,66.0,66.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0,0,1
48.0,1119.0,0.0,173.0,17.0,0.0,1.0,1.0,2.0,1.0,0,0,0,0,0,190.0,0.5,190.0,95.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
46.0,728.0,10.0,99.0,7.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,106.0,0.5,106.0,106.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
47.0,1241.0,209.0,166.8,30.5,1.0,0.0,1.0,4.0,2.0,0,0,0,0,0,197.3,0.5,98.65,49.325,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1
54.0,1107.0,0.5,390.0,84.0,2.0,0.0,2.0,8.0,4.0,0,0,0,0,0,474.0,0.5,118.5,59.25,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1
41.0,153.0,9.0,2767.8,216.0,0.0,0.0,1.0,3.0,1.0,0,0,0,0,0,2983.8,1.0,2983.8,994.6,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,1
46.0,766.0,3.0,104.0,31.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,135.0,0.5,135.0,135.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
44.0,551.0,21.0,59.0,9.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,68.0,0.5,68.0,68.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
76.0,709.0,588.0,234.0,110.0,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,344.0,1.0,114.66666666666667,57.333333333333336,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
24.0,1245.0,3.0,2615.0,820.6,2.0,2.0,32.0,42.0,33.0,0,0,1,0,0,3435.6,0.8888888888888888,104.10909090909091,81.8,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,1
50.0,287.0,59.0,395.0,5237.0,0.0,0.0,1.0,5.0,5.0,0,0,0,0,0,5632.0,1.0,1126.4,1126.4,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,1
59.0,663.0,17.142857142857142,5582.0,943.5,13.0,3.0,51.0,89.0,88.0,0,0,1,0,0,6525.5,0.7611940298507462,74.1534090909091,73.32022471910112,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
61.0,1001.0,2.5,864.0,206.55,0.0,2.0,3.0,8.0,8.0,0,0,0,0,0,1070.55,0.6,133.81875,133.81875,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
74.0,709.0,588.0,234.0,134.5,0.0,0.0,1.0,6.0,3.0,0,0,0,0,0,368.5,1.0,122.83333333333333,61.416666666666664,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1
50.0,427.0,12.0,6431.0,364.0,0.0,0.0,1.0,59.0,59.0,0,0,0,0,0,6795.0,1.0,115.16949152542372,115.16949152542372,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1
